,喜歡,文章ID,板名,留言內容,留言時間,發文者ID
6177,→,M.1420896410.A.A9B,underwear,"流汗後不好脫,所以要扣子,還是要看你實際穿脫衣服的軟Q度(?",01/12 10:47,rui45
6178,→,M.1420896410.A.A9B,underwear,"你可以去運動筆記這個網站找一篇文章""選對絕世好Bra 舒適暢",01/12 10:47,rui45
6179,→,M.1420896410.A.A9B,underwear,好的，謝謝大家唷,01/12 16:38,yuhsin618
6180,推,M.1420896410.A.A9B,underwear,當初我買運動內衣也是考慮老半天呢 呵呵,01/22 14:44,March55
6181,推,M.1420896410.A.A9B,underwear,我是小胸但運動沒穿運動內衣還是很不舒服啊...,01/22 16:21,revolutionme
6182,推,M.1420896410.A.A9B,underwear,nike中高強度我都有買，覺得高強度的包覆很好！但是還是要,01/26 03:26,mamaya
6183,→,M.1420896410.A.A9B,underwear,看胸部大小，多試穿比較好！,01/26 03:26,mamaya
6184,→,M.1417864246.A.C0C,underwear,肩帶不可調@@3件1000好便宜！lady真的貴貴＞＜不過也有爬,12/06 20:18,sutop
6185,→,M.1417864246.A.C0C,underwear,文看到亞曼菲是平價版的lady！,12/06 20:19,sutop
6186,推,M.1417864246.A.C0C,underwear,茱利亞物美價廉滿包滿推的喔,12/07 21:03,chelle3399
6187,推,M.1417864246.A.C0C,underwear,請問永興街的地址是…?,12/09 22:16,bestkitty
6188,推,M.1412091950.A.2C8,underwear,沒看過黑泡沫，但它確實把我另一件白色的運動內衣染黑了,10/01 01:50,retototo
6189,推,M.1412091950.A.2C8,underwear,只有第一次洗水是黑的，之後好像就沒事。,10/01 02:06,jisuhon
6190,→,M.1412091950.A.2C8,underwear,Orz 好有點不妙,10/01 10:07,small0027
6191,推,M.1412091950.A.2C8,underwear,"我在門市買的sa運動內衣 前2,3次洗水也是黑的 第一次特別",10/01 12:54,miruyu
6192,→,M.1412091950.A.2C8,underwear,黑就是了,10/01 12:55,miruyu
6193,→,M.1412091950.A.2C8,underwear,是正常現象 不用擔心喔,10/01 12:55,miruyu
6194,推,M.1412091950.A.2C8,underwear,我在門市買，小姐當時跟我說只能用水洗耶，穿了兩年多,10/01 18:10,a000632000
6195,→,M.1412091950.A.2C8,underwear,，沒褪色沒變形，也沒黑水,10/01 18:10,a000632000
6196,推,M.1412091950.A.2C8,underwear,會不會是跟它的製造地有關係 我買的是made in 菲律賓,10/02 03:38,miruyu
6197,推,M.1412091950.A.2C8,underwear,不過我認為仿冒品是無法copy包覆性和支撐度的 如果擔心內,10/02 03:43,miruyu
6198,→,M.1412091950.A.2C8,underwear,衣染料會傷害皮膚 建議多洗幾次就沒有問題了,10/02 03:43,miruyu
6199,推,M.1412091950.A.2C8,underwear,6月洗到現在還是黑泡泡 感覺很糟糕...,10/02 16:04,ffwind
6200,推,M.1412091950.A.2C8,underwear,第一件黑色在網拍買  黑色一直出現  以為買到仿品,10/02 22:49,S1ytherin
6201,→,M.1412091950.A.2C8,underwear,後來自行在英國網站買  深藍也是把疊穿在裡面的白運動,10/02 22:49,S1ytherin
6202,→,M.1412091950.A.2C8,underwear,背心染色(跑了兩個多小時),10/02 22:50,S1ytherin
6203,→,M.1412091950.A.2C8,underwear,掉色的問題我已經不想理它了,10/02 22:50,S1ytherin
6204,→,M.1412091950.A.2C8,underwear,專櫃小姐建議我只用水洗，不然會破壞透氣材料。目前還沒,10/06 10:08,xieeve
6205,→,M.1412091950.A.2C8,underwear,遇到褪色問題(黑色)。,10/06 10:09,xieeve
6206,→,M.1412091950.A.2C8,underwear,噢噢！這樣看起來可能真的正品就是會掉色,10/07 15:32,small0027
6207,→,M.1412091950.A.2C8,underwear,我不敢只用清水，因為汗很多XD 謝謝幫忙解惑！！,10/07 15:37,small0027
6208,→,M.1412091950.A.2C8,underwear,（鬆一口氣XD,10/07 15:37,small0027
6209,推,M.1412091950.A.2C8,underwear,他家不是有出專業洗劑?一瓶一百元，昨天去買運動內衣的時,10/21 16:38,cwssjn
6210,→,M.1412091950.A.2C8,underwear,候順便帶了兩瓶回家，用量很省,10/21 16:38,cwssjn
6211,推,M.1412722173.A.B00,underwear,"買回來第1次穿上去就覺得很悶,馬上就退貨了說",10/08 08:07,violetchi
6212,推,M.1412722173.A.B00,underwear,推uniqlo的,10/08 09:23,Munir
6213,推,M.1412722173.A.B00,underwear,不推LATIV的bra背心....根本沒有支撐力...QQ,10/08 09:36,oliveewes
6214,推,M.1412722173.A.B00,underwear,有的彈性纖維真的很過敏阿 orz,10/08 12:39,ffwind
6215,推,M.1412722173.A.B00,underwear,uniqlo好穿+1,10/08 13:09,linmomo
6216,推,M.1412722173.A.B00,underwear,正穿著lativ....推uniqlo,10/08 16:23,ASAMI11
6217,推,M.1412722173.A.B00,underwear,很詭異的杯型,10/08 17:00,MATSUMIA
6218,推,M.1412722173.A.B00,underwear,感覺就像不防水的泳衣,10/08 19:47,Mozai
6219,推,M.1412722173.A.B00,underwear,lativ的穿起來形狀超怪,10/09 12:51,s96422
6220,推,M.1412722173.A.B00,underwear,lativ的運動背心跟我不合 bra背心還可以 可惜容易變形,10/12 01:47,nikico
6221,推,M.1412722173.A.B00,underwear,lativ超不支撐QQQ,10/14 15:15,mandycmc
6222,推,M.1412722173.A.B00,underwear,大推uniqlo ，穿起來胸型比lative好，材質也很舒服，,10/14 19:42,happy80228
6223,→,M.1412722173.A.B00,underwear,之前趁特價一口氣買了3件…,10/14 19:43,happy80228
6224,→,M.1411273447.A.C59,underwear,菲洛米娜印象要有料才好看，紙片穿起來感覺很虛....,09/21 14:33,lun1110
6225,→,M.1411273447.A.C59,underwear,按錯按到噓0A0.....抱歉,09/21 14:34,lun1110
6226,推,M.1411273447.A.C59,underwear,之前特賣有打算買@@看了一圈就走了= =....,09/21 14:38,lun1110
6227,推,M.1411273447.A.C59,underwear,好認真的教學影片!受益良多 感謝您分享!,09/22 10:56,viviamada
6228,推,M.1411273447.A.C59,underwear,收益良多！感謝～,09/22 11:52,pamu
6229,推,M.1411273447.A.C59,underwear,謝謝分享教學影片，長知識了*^O^*,09/23 03:52,miruyu
6230,推,M.1411273447.A.C59,underwear,推推！用lady試試看,09/24 03:20,okok198
6231,推,M.1411369781.A.281,underwear,我打算等10月初板橋大遠百的SA櫃開幕後去試穿再買,09/22 22:05,ginisisi
6232,→,M.1411369781.A.281,underwear,已有一件adidas的運動內衣,09/22 22:06,ginisisi
6233,推,M.1411369781.A.281,underwear,"我是nike的,很穩定不會跑。妳貼的這款式這顏色也太好看了吧",09/22 22:13,sb326
6234,→,M.1411369781.A.281,underwear,急著要的話，SA其實現在在台北也有一間店,09/23 12:19,ccas
6235,→,M.1411369781.A.281,underwear,http://www.shockabsorber.com.tw/buy.asp,09/23 12:20,ccas
6236,推,M.1411369781.A.281,underwear,最近被Vs的前開內衣燒慘了！,09/23 13:36,kflesh
6237,→,M.1411369781.A.281,underwear,請問樓上說的VS有連結可以看嗎？,09/25 16:09,chung423
6238,推,M.1411369781.A.281,underwear,昨天去新光三越南西趁八折時買了運動內衣   我穿中強度,09/26 21:59,amyli765
6239,→,M.1411369781.A.281,underwear,的跳有氧和慢跑都還蠻舒服!,09/26 21:59,amyli765
6240,推,M.1411369781.A.281,underwear,"最近買了一件Under armour肩帶可調式中強度的,穿拖ok",09/30 13:25,festao
6241,推,M.1411615808.A.99B,underwear,咦 心得呢 XD,09/25 11:44,ffwind
6242,→,M.1411615808.A.99B,underwear,下圍68拿75剛好合身？原po習慣穿寬鬆點嗎？,09/25 13:42,smartDis
6243,推,M.1411615808.A.99B,underwear,看了好心動!! 感謝推薦,09/25 15:49,Pinkbabe
6244,→,M.1411615808.A.99B,underwear,回s大 這件實際下圍做60公分 因為有彈性 所以並不會太鬆,09/25 16:33,noxshine
6245,推,M.1411615808.A.99B,underwear,謝謝版大分享如何挑選尺碼，btw它的支撐力好嗎？,09/26 08:07,miruyu
6246,推,M.1410937635.A.5CF,underwear,SA即將有板橋的櫃  如果在台北可去試穿,09/17 15:54,ginisisi
6247,→,M.1410937635.A.5CF,underwear,#1K2mc_XD (underwear),09/19 12:13,ccas
6248,推,M.1410937635.A.5CF,underwear,穿36b吧～運動內衣就是要包付好不晃啊～我也是36b,09/20 23:34,beth1012
6249,→,M.1409182052.A.7BA,underwear,如果覺得壓得不舒服，就換大一號，運動內衣是以不晃動為,08/28 07:48,wishkin
6250,→,M.1409182052.A.7BA,underwear,原則，照片看起來還好…,08/28 07:50,wishkin
6251,推,M.1409182052.A.7BA,underwear,下面那款我穿起來也差不多這樣，運動是沒什麼不舒服,08/28 22:03,miaum6
6252,→,M.1409182052.A.7BA,underwear,不過穿這款跑步肩膀很不舒服，跑步果然還是要穿強度高一點,08/28 22:04,miaum6
6253,推,M.1409182052.A.7BA,underwear,感覺都可以拿大一點，自己穿沒這麼蹦～,08/28 23:24,beth1012
6254,→,M.1408287406.A.F30,underwear,永春捷運的又莉阿姨超會教的！  又莉大約700~800,08/17 23:01,Caddimy
6255,→,M.1408287406.A.F30,underwear,教完自己去挑別的品牌就很會撥了～目前又莉lady交替穿,08/17 23:02,Caddimy
6256,→,M.1408287406.A.F30,underwear,但lady太貴了  等這一波穿完應該會換又莉/亞曼菲,08/17 23:02,Caddimy
6257,→,M.1408287406.A.F30,underwear,話說北投試穿點在哪兒壓  可以說一下嗎^^?,08/17 23:03,Caddimy
6258,推,M.1408287406.A.F30,underwear,Lady真的超貴，不過穿了就回不去了><,08/17 23:20,sisistar
6259,推,M.1408287406.A.F30,underwear,水源曼黛阿姨！可以跟他講預算他會幫你找，而且會不停地,08/17 23:28,slowbob
6260,→,M.1408287406.A.F30,underwear,拿不同件讓你試穿。跟他講也會教撥胸！,08/17 23:29,slowbob
6261,推,M.1408287406.A.F30,underwear,請問大家穿lady肩膀會不會痠？我好痠，感覺又莉較好穿，,08/17 23:52,Caddimy
6262,→,M.1408287406.A.F30,underwear,不過三件輪大約6-8個月就要換新,08/17 23:54,Caddimy
6263,→,M.1408287406.A.F30,underwear,個人覺得曼黛易鬆不穩。可能款式要注意一下。,08/17 23:55,Caddimy
6264,推,M.1408287406.A.F30,underwear,我穿親輕、菠蘿包覺得還好，是會鬆不過不會超級誇張到三,08/18 01:06,slowbob
6265,推,M.1408287406.A.F30,underwear,個月就鬆趴趴，三四件替換大概可以穿七八個月吧,08/18 01:08,slowbob
6266,推,M.1408287406.A.F30,underwear,我打排球都穿運動內衣也，不然一定會跑，建議運動穿運動,08/18 10:15,Hanneke
6267,→,M.1408287406.A.F30,underwear,內衣,08/18 10:16,Hanneke
6268,→,M.1408287406.A.F30,underwear,推運動穿運動內衣，比較不會侷限氣血循環,08/18 10:29,Caddimy
6269,推,M.1408287406.A.F30,underwear,不過lady穿至少2年不會鬆耶，都丟洗衣機洗(有用專門洗,08/18 11:47,sisistar
6270,→,M.1408287406.A.F30,underwear,內衣的袋子)所以一開始很貴，可以穿很久，不過款式有點,08/18 11:48,sisistar
6271,→,M.1408287406.A.F30,underwear,膩了,08/18 11:48,sisistar
6272,推,M.1408287406.A.F30,underwear,欸...我很久沒穿別牌了耶 曼黛的70E shock absorber的我,08/21 19:46,slowbob
6273,→,M.1408287406.A.F30,underwear,穿70D參考看看~,08/21 19:47,slowbob
6274,推,M.1408287406.A.F30,underwear,買過又莉很難穿，穩定性不好，推lady,08/24 15:15,love2ne1
6275,推,M.1408287406.A.F30,underwear,"推永春捷運又莉內衣的陳阿姨,穿一年半了,有信心能救回",08/24 22:55,laurafish
6276,→,M.1408287406.A.F30,underwear,原PO考慮看看囉,08/24 22:55,laurafish
6277,推,M.1408287406.A.F30,underwear,又莉要買台製的，不能買花車的便宜貨,08/25 07:42,Caddimy
6278,推,M.1408287406.A.F30,underwear,最近google評價發現亞曼菲是lady的設計跟製造商 就毫不猶豫,09/01 15:28,Fifiw
6279,→,M.1408287406.A.F30,underwear,買了 便宜太多品質跟效果又一樣 應該不會再買lady了,09/01 15:29,Fifiw
6280,→,M.1407380068.A.3FC,underwear,建議參考本pchome SA 內衣尺寸表格,08/08 10:40,sssoooxxxx
6281,推,M.1407380068.A.3FC,underwear,下圍38ok~本身80cm拿36最外面舒適稍緊,08/09 03:05,beth1012
6282,推,M.1407380068.A.3FC,underwear,可以先去實體店面試穿尺寸，買錯真的很麻煩,08/09 18:02,alice81103
6283,推,M.1407380068.A.3FC,underwear,"我曼黛80E，內衣扣最裡面一格,5044依照對照表應該穿36D,但3",08/09 22:36,qqmini
6284,→,M.1407380068.A.3FC,underwear,"6D當時缺貨，客服建議34DD,下圍略緊但是不會不舒服。",08/09 22:37,qqmini
6285,→,M.1407380068.A.3FC,underwear,謝謝樓上板友的回覆，結果我買36DD 剛剛好~,08/11 14:35,otter
6286,→,M.1407395272.A.DBA,underwear,我自己在淘寶買的完全不集中超平!,08/11 00:31,yenm
6287,→,M.1407511487.A.447,underwear,如果是我會選緊一點、感覺穩定性比較好@”@,08/09 18:31,smartDis
6288,推,M.1407511487.A.447,underwear,選你覺得舒服的最好,08/09 18:52,solluw
6289,推,M.1407511487.A.447,underwear,下圍穩定但是不要壓胸吧,08/09 23:17,sb326
6290,推,M.1407511487.A.447,underwear,你跑起來看看哪個符合你啊 因為也不能太緊 下圍會翻起,08/11 16:57,claire0810
6291,推,M.1407511487.A.447,underwear,我當初買也是這樣！S下圍剛好但胸緊到炸，M胸小緊下圍鬆,08/12 15:05,yeyue
6292,→,M.1407511487.A.447,underwear,問女店員意見加上s實在穿脫不易 就買了M~,08/12 15:06,yeyue
6293,推,M.1407511487.A.447,underwear,選擇~舒服不壓胸!,08/12 21:55,temp2
6294,推,M.1404228952.A.67F,underwear,謝謝解答～～這幾天在去店面試試看！！,07/02 06:30,qoo9876
6295,推,M.1404547245.A.AD6,underwear,推~離面交地點太遠了好可惜T^T,07/05 20:26,sb326
6296,推,M.1404547245.A.AD6,underwear,請問，運動內衣有鋼圈嗎～？謝謝唷(想自己買的),07/16 13:17,mjckey
6297,推,M.1404123955.A.46F,underwear,曼黛icebar有推涼感運動內衣，好像滿舒適，價格好像8百多,06/30 20:27,OTL5566
6298,推,M.1404123955.A.46F,underwear,會覺得穿一般內衣運動支撐度不夠嗎?(胸部很晃之類的) 還是主,06/30 23:17,crcr
6299,→,M.1404123955.A.46F,underwear,要是透氣，鋼圈壓迫等問題？ 前者的話我會推薦買SA 或是nike,06/30 23:18,crcr
6300,→,M.1404123955.A.46F,underwear,high support 以上的款式(之前其他品牌沒有分支撐等級 不確,06/30 23:18,crcr
6301,→,M.1404123955.A.46F,underwear,定現在有沒有) 後者的話 各品牌運動內衣我覺得都可以 選自己,06/30 23:18,crcr
6302,→,M.1404123955.A.46F,underwear,喜歡的型跟試穿舒適的就好了,06/30 23:19,crcr
6303,推,M.1404123955.A.46F,underwear,"我也想知道是選擇運動型內衣就好了,還是要運動內衣？穿一般",06/30 23:51,sb326
6304,→,M.1404123955.A.46F,underwear,"內衣運動感覺一直跑掉,而且流很多汗內衣好像壽命會縮短（平",06/30 23:51,sb326
6305,→,M.1404123955.A.46F,underwear,常都是快走+一點點慢跑）,06/30 23:51,sb326
6306,推,M.1404123955.A.46F,underwear,樓上說的運動型內衣跟運動內衣怎麼分啊？,07/01 00:05,crcr
6307,推,M.1404123955.A.46F,underwear,nike adidas就好了,07/01 00:15,jacky60302
6308,推,M.1404123955.A.46F,underwear,我覺得要試穿 試穿時要跳來跳去或跑動 然後選擇自己覺得舒適,07/01 00:15,crcr
6309,→,M.1404123955.A.46F,underwear,的就好了 有些人穿braT運動覺得很舒服透氣 有些人一定穿高支,07/01 00:16,crcr
6310,→,M.1404123955.A.46F,underwear,撐性運動內衣胸部才固定的住 我自己的心得是胸大 肉軟的 越激,07/01 00:16,crcr
6311,→,M.1404123955.A.46F,underwear,烈運動的 造成晃動的不舒服感較強 那就要選擇高支撐性的運動,07/01 00:16,crcr
6312,推,M.1404123955.A.46F,underwear,長得像運動內衣的無鋼圈內衣只適合睡覺用,07/01 00:17,jacky60302
6313,推,M.1404123955.A.46F,underwear,內衣 而胸較小 肉緊實 或越靜態的運動 就比較不用顧慮支撐性,07/01 00:18,crcr
6314,→,M.1404123955.A.46F,underwear,以透氣舒適為主就好了,07/01 00:19,crcr
6315,→,M.1404123955.A.46F,underwear,主要是擔心內衣壽命簡短，且運動穿不太舒服。 感謝各位的,07/01 01:09,qoo9876
6316,→,M.1404123955.A.46F,underwear,不過３４B應該算是胸部小吧？！,07/01 01:10,qoo9876
6317,推,M.1404123955.A.46F,underwear,玉如阿姨390超好穿！,07/01 15:28,yoga723
6318,推,M.1404123955.A.46F,underwear,不推玉如阿姨的運動內衣 超磨 磨出破皮好痛,07/02 06:21,vills
6319,推,M.1404123955.A.46F,underwear,不推玉如,07/02 08:49,yonyon
6320,推,M.1404123955.A.46F,underwear,nike！！買outleu就好！！,07/03 14:27,w1219111
6321,推,M.1404123955.A.46F,underwear,玉如樓上是買幾號228那號我覺得很好穿阿@@,07/10 01:23,yoga723
6322,→,M.1404123955.A.46F,underwear,我本身運動時穿的是NIKE的，蠻舒服的，但脫的時候有夠緊,07/13 17:58,ffewfy
6323,推,M.1401329159.A.D5D,underwear,"Chantelle, Aubade都不錯",05/29 10:52,vincego
6324,→,M.1401329159.A.D5D,underwear,推Aubabe蕾絲薄襯.該櫃只有蕾絲薄襯是Aubabe 其他不是,05/29 21:51,paralupi
6325,推,M.1401329159.A.D5D,underwear,"Chantelle,Passionata可以從法國客訂大罩杯喔",05/30 14:00,icd296
6326,推,M.1401726126.A.1D8,underwear,只差在顏色，第一款顏色限量，我只喜歡run bra這一款！,06/03 01:47,amandaisin
6327,推,M.1401726126.A.1D8,underwear,好穿~我穿她 跑步 體能訓練，穩定性很夠,06/03 21:15,qwepoighfj
6328,推,M.1401726126.A.1D8,underwear,請問這款的size需要買小一號還是正常尺寸就好？,06/05 23:59,retototo
6329,推,M.1401726126.A.1D8,underwear,"好穿，但建議要拿小號壓胸穩定度才高，我曼黛80E,5044穿34D",06/08 07:52,qqmini
6330,→,M.1401726126.A.1D8,underwear,D(因為36D缺貨，小姐建議的替代尺碼)，很緊但是不會不舒服,06/08 07:52,qqmini
6331,推,M.1400309310.A.6E3,underwear,感覺會下垂欸...(?)我自己不敢這樣穿,05/18 18:44,sstuv
6332,→,M.1400309310.A.6E3,underwear,想另外問,05/19 00:13,aeee49
6333,→,M.1400309310.A.6E3,underwear,兩件內衣穿起來差別如何⊙ω⊙除了正牌跟仿牌外,05/19 00:13,aeee49
6334,推,M.1400309310.A.6E3,underwear,淘寶的穿久會鬆，SA一直都很緊......,05/19 19:50,jisuhon
6335,推,M.1400309310.A.6E3,underwear,我穿淘寶高強度會晃，SA不會,05/31 19:57,F16900612
6336,推,M.1400309310.A.6E3,underwear,長期穿運動內衣，會外擴+副乳吧,07/30 15:13,yumemiyake
6337,→,M.1400309310.A.6E3,underwear,運動內衣不要常穿比較好,08/17 13:48,hgby
6338,推,M.1400470825.A.023,underwear,應該去運動店買puma或nike運動品牌都有很多吧?,05/19 12:06,cc60230tw
6339,→,M.1400470825.A.023,underwear,沒有尺寸 @@,05/19 15:29,aaaaalady
6340,推,M.1400470825.A.023,underwear,淘寶極限全能。SA 超過妳的預算。,05/19 16:23,jisuhon
6341,推,M.1400470825.A.023,underwear,"依你的預算大概只能滔寶了，去合購版關鍵字""運動內衣""",05/19 19:54,YuunaWu
6342,推,M.1400470825.A.023,underwear,我70F 穿愛迪達ok,05/19 20:34,kamiha1022
6343,推,M.1400470825.A.023,underwear,Shock absorber在wiggle買約1000多，32F推薦！,05/19 20:38,flora58202
