Member_number,Date,itemDescription,Quality
1407,10-09-2014,domestic eggs,1
2960,03-09-2014,canned beer,1
1343,07-02-2014,other vegetables,1
4715,31-01-2014,softener,1
3174,10-11-2014,butter milk,1
1623,07-12-2014,rolls/buns,1
2506,27-02-2014,chocolate,1
4799,01-04-2014,frozen fish,1
2360,09-07-2014,napkins,1
4822,21-08-2014,coffee,1
1554,04-02-2014,curd,1
1867,18-03-2014,frozen vegetables,1
2148,20-11-2014,domestic eggs,1
3863,19-07-2014,whipped/sour cream,1
1010,23-08-2014,specialty bar,1
2768,05-05-2014,baking powder,1
2218,06-11-2014,pot plants,1
3785,16-08-2014,frozen fish,1
4823,05-01-2014,frozen meals,1
1475,05-03-2014,kitchen towels,1
1052,15-01-2014,grapes,1
2565,16-09-2014,jam,1
4259,23-07-2014,yogurt,1
1061,31-07-2014,hard cheese,1
4001,11-06-2014,soda,1
1620,21-07-2014,cream cheese ,1
3458,27-06-2014,mustard,1
2178,11-10-2014,male cosmetics,1
1995,14-06-2014,yogurt,1
2161,24-09-2014,margarine,1
3349,12-07-2014,herbs,1
3742,26-09-2014,shopping bags,1
1244,24-11-2014,soda,1
3609,13-05-2014,rolls/buns,1
2375,31-03-2014,dog food,1
2974,24-05-2014,frozen vegetables,1
3030,06-12-2014,whole milk,1
3737,22-12-2014,other vegetables,1
3619,15-03-2014,dessert,1
3705,28-02-2014,herbs,1
3974,25-08-2014,bottled water,1
1798,06-10-2014,hamburger meat,1
3272,18-04-2014,canned beer,1
2666,26-05-2014,chocolate,1
2717,02-01-2014,fruit/vegetable juice,1
1095,25-03-2014,shopping bags,1
1480,22-12-2014,bottled water,1
2865,23-09-2014,processed cheese,1
1482,22-10-2014,brown bread,1
3184,20-04-2014,berries,1
1468,21-08-2014,salty snack,1
4077,25-12-2014,sauces,1
3888,16-10-2014,butter,1
3972,07-04-2014,butter,1
2967,27-05-2014,oil,1
3380,16-08-2014,other vegetables,1
2207,03-12-2014,coffee,1
3600,08-04-2014,pickled vegetables,1
4618,09-07-2014,sliced cheese,1
2680,16-03-2014,frozen meals,1
1651,23-03-2014,dishes,1
2934,22-03-2014,fruit/vegetable juice,1
2860,15-09-2014,waffles,1
1307,01-11-2014,rolls/buns,1
4628,15-12-2014,UHT-milk,1
1240,27-11-2014,shopping bags,1
3666,14-06-2014,bottled water,1
4008,14-10-2014,shopping bags,1
3386,07-08-2014,baking powder,1
2472,19-06-2014,sugar,1
1323,18-06-2014,whole milk,1
1654,08-09-2014,butter,1
3620,17-05-2014,berries,1
4952,03-09-2014,specialty chocolate,1
3966,07-01-2014,canned beer,1
1964,23-03-2014,other vegetables,1
2504,16-12-2014,waffles,1
4500,04-02-2014,cat food,1
1454,03-05-2014,fruit/vegetable juice,1
1066,01-02-2014,bottled beer,1
3692,09-01-2014,salty snack,1
2445,17-04-2014,pastry,1
1860,31-01-2014,rolls/buns,1
1153,19-08-2014,cake bar,1
3317,10-08-2014,soda,1
1957,20-03-2014,berries,1
4303,28-11-2014,specialty bar,1
3556,04-10-2014,brown bread,1
1282,04-05-2014,shopping bags,1
4034,29-08-2014,specialty bar,1
2807,17-07-2014,beverages,1
2232,25-01-2014,dessert,1
2303,12-06-2014,hair spray,1
2050,20-10-2014,rolls/buns,1
3381,05-12-2014,coffee,1
3402,17-05-2014,coffee,1
3072,12-11-2014,dessert,1
3381,30-10-2014,hygiene articles,1
1367,31-01-2014,bottled beer,1
1895,23-01-2014,whipped/sour cream,1
3267,14-11-2014,soda,1
4192,17-02-2014,canned beer,1
2274,04-12-2014,curd,1
4430,03-10-2014,whipped/sour cream,1
4329,23-10-2014,dessert,1
1922,30-05-2014,whipped/sour cream,1
2154,14-08-2014,onions,1
4523,06-08-2014,canned beer,1
1136,02-05-2014,flower (seeds),1
3439,27-04-2014,soda,1
2980,27-11-2014,shopping bags,1
2509,17-08-2014,other vegetables,1
4845,10-07-2014,fruit/vegetable juice,1
3589,24-07-2014,fruit/vegetable juice,1
4505,18-01-2014,other vegetables,1
2744,06-05-2014,frozen vegetables,1
4236,04-03-2014,curd,1
3928,07-08-2014,shopping bags,1
1207,28-04-2014,pickled vegetables,1
2578,19-04-2014,rolls/buns,1
1553,09-05-2014,soda,1
3942,01-01-2014,yogurt,1
1583,27-11-2014,dessert,1
2133,24-05-2014,cat food,1
4860,14-11-2014,newspapers,1
4548,09-10-2014,onions,1
2610,01-01-2014,bottled beer,1
2344,22-02-2014,napkins,1
2920,12-05-2014,rolls/buns,1
3847,14-03-2014,domestic eggs,1
1991,31-10-2014,butter,1
2241,17-02-2014,frozen vegetables,1
2794,18-02-2014,whole milk,1
3871,05-10-2014,salty snack,1
4085,15-04-2014,potato products,1
3964,11-03-2014,bottled water,1
1111,24-10-2014,flour,1
1294,14-08-2014,soda,1
1338,11-08-2014,whole milk,1
1079,07-10-2014,bottled water,1
1794,14-04-2014,yogurt,1
4715,10-11-2014,margarine,1
4694,01-06-2014,whipped/sour cream,1
4156,19-08-2014,candles,1
4264,16-03-2014,butter milk,1
1732,03-04-2014,canned beer,1
1161,26-01-2014,newspapers,1
4058,07-02-2014,flour,1
4183,08-10-2014,ice cream,1
4371,29-03-2014,canned beer,1
3218,06-01-2014,dishes,1
3094,02-07-2014,brown bread,1
2082,10-10-2014,butter,1
3015,31-01-2014,bottled water,1
4582,22-06-2014,newspapers,1
4851,20-05-2014,spread cheese,1
3766,20-02-2014,nuts/prunes,1
4199,05-04-2014,specialty cheese,1
3663,28-08-2014,margarine,1
2044,17-03-2014,butter,1
1566,30-01-2014,waffles,1
3698,22-09-2014,whole milk,1
3815,30-01-2014,margarine,1
4634,10-05-2014,oil,1
2051,03-12-2014,other vegetables,1
2252,17-12-2014,spices,1
4502,04-06-2014,sugar,1
2169,25-06-2014,pickled vegetables,1
3237,07-08-2014,rolls/buns,1
1999,31-05-2014,butter,1
2175,02-11-2014,whipped/sour cream,1
4177,05-02-2014,fruit/vegetable juice,1
2014,08-08-2014,white bread,1
2991,22-04-2014,specialty cheese,1
3334,09-01-2014,white wine,1
1580,24-02-2014,mustard,1
4094,14-07-2014,other vegetables,1
4163,05-11-2014,sugar,1
2991,01-03-2014,soda,1
4744,23-12-2014,yogurt,1
3896,02-04-2014,spread cheese,1
2560,19-04-2014,yogurt,1
2236,07-01-2014,soda,1
2778,29-06-2014,soda,1
3960,14-05-2014,whipped/sour cream,1
2258,21-01-2014,butter,1
4286,22-11-2014,canned beer,1
2239,23-11-2014,other vegetables,1
4728,11-06-2014,soda,1
3439,28-03-2014,newspapers,1
3353,13-07-2014,UHT-milk,1
2127,19-11-2014,margarine,1
1513,29-05-2014,sparkling wine,1
1134,11-05-2014,brown bread,1
1286,26-04-2014,domestic eggs,1
1123,09-08-2014,oil,1
4327,05-08-2014,soda,1
4814,01-12-2014,bottled beer,1
3277,28-08-2014,yogurt,1
4272,06-05-2014,whole milk,1
3363,06-08-2014,rolls/buns,1
1896,16-12-2014,dish cleaner,1
2524,13-10-2014,semi-finished bread,1
4243,02-07-2014,chocolate,1
4930,13-08-2014,other vegetables,1
3465,27-01-2014,shopping bags,1
3938,16-08-2014,bottled water,1
2849,11-02-2014,herbs,1
1894,19-08-2014,waffles,1
2738,11-02-2014,pot plants,1
1000,24-06-2014,pastry,1
2626,14-02-2014,yogurt,1
4216,17-11-2014,whole milk,1
1810,09-06-2014,bottled water,1
1125,30-05-2014,margarine,1
4392,10-07-2014,specialty bar,1
3957,19-07-2014,root vegetables,1
4084,28-09-2014,cream cheese ,1
3672,19-06-2014,UHT-milk,1
3531,18-03-2014,pastry,1
2066,05-02-2014,flour,1
4376,23-07-2014,domestic eggs,1
1662,27-01-2014,sugar,1
3728,17-06-2014,other vegetables,1
2045,02-04-2014,other vegetables,1
2067,05-04-2014,bottled water,1
3743,16-10-2014,curd,1
1735,22-04-2014,rolls/buns,1
1547,07-07-2014,whole milk,1
2451,26-02-2014,hard cheese,1
1661,02-03-2014,salty snack,1
2365,29-11-2014,waffles,1
4932,14-05-2014,soda,1
2310,31-10-2014,instant coffee,1
2138,03-11-2014,yogurt,1
2903,08-05-2014,other vegetables,1
1512,03-06-2014,rolls/buns,1
3204,16-12-2014,popcorn,1
3324,10-11-2014,chewing gum,1
1653,29-05-2014,long life bakery product,1
1428,23-08-2014,soda,1
4598,05-11-2014,yogurt,1
4233,18-08-2014,cleaner,1
4130,24-10-2014,yogurt,1
3537,21-06-2014,cream cheese ,1
3475,23-12-2014,yogurt,1
2799,24-09-2014,cat food,1
1188,21-11-2014,bottled beer,1
1747,17-09-2014,whipped/sour cream,1
4782,17-04-2014,rolls/buns,1
1609,21-12-2014,sugar,1
1077,07-10-2014,butter,1
1190,24-04-2014,bottled beer,1
2746,13-02-2014,curd,1
2556,11-11-2014,specialty bar,1
2351,18-09-2014,domestic eggs,1
3570,14-09-2014,oil,1
2550,24-12-2014,whole milk,1
2031,20-03-2014,bottled water,1
2160,28-06-2014,specialty chocolate,1
1420,25-03-2014,cat food,1
2960,28-11-2014,dishes,1
3334,27-03-2014,vinegar,1
3840,31-10-2014,herbs,1
3516,18-01-2014,rolls/buns,1
3435,30-07-2014,rice,1
2428,01-04-2014,soda,1
3639,23-07-2014,yogurt,1
4173,14-02-2014,whipped/sour cream,1
4275,03-04-2014,dishes,1
2320,22-04-2014,flour,1
2522,08-08-2014,hard cheese,1
2399,18-08-2014,pastry,1
4097,20-06-2014,ice cream,1
1517,11-09-2014,hygiene articles,1
4187,16-04-2014,pastry,1
2553,16-08-2014,flower soil/fertilizer,1
4164,27-03-2014,whole milk,1
3123,17-10-2014,bottled beer,1
1466,13-07-2014,candy,1
4105,26-10-2014,onions,1
3530,21-03-2014,specialty chocolate,1
2960,11-03-2014,shopping bags,1
2676,06-10-2014,soda,1
4318,28-08-2014,butter milk,1
2956,07-08-2014,yogurt,1
1360,17-06-2014,processed cheese,1
2285,06-07-2014,UHT-milk,1
4117,12-07-2014,liquor,1
3009,27-01-2014,semi-finished bread,1
1069,20-05-2014,fruit/vegetable juice,1
1194,27-02-2014,napkins,1
4406,21-03-2014,ice cream,1
2028,02-05-2014,flower (seeds),1
1500,01-04-2014,fruit/vegetable juice,1
2617,27-05-2014,frozen vegetables,1
2545,11-10-2014,domestic eggs,1
3356,21-02-2014,frozen vegetables,1
3557,06-05-2014,brown bread,1
1311,14-01-2014,rolls/buns,1
4803,16-01-2014,pickled vegetables,1
3685,20-07-2014,soda,1
4206,04-04-2014,root vegetables,1
1457,15-04-2014,hard cheese,1
4610,18-11-2014,candy,1
2802,14-09-2014,condensed milk,1
3232,09-07-2014,red/blush wine,1
1623,12-01-2014,soda,1
2029,27-05-2014,bottled water,1
2180,18-12-2014,butter,1
4654,03-08-2014,shopping bags,1
3462,16-12-2014,specialty cheese,1
2279,11-04-2014,salty snack,1
2027,09-10-2014,cling film/bags,1
2667,22-10-2014,domestic eggs,1
1379,27-02-2014,fruit/vegetable juice,1
4025,10-04-2014,yogurt,1
2958,27-04-2014,softener,1
4349,22-11-2014,brown bread,1
2850,27-02-2014,rolls/buns,1
2306,26-02-2014,shopping bags,1
4941,08-02-2014,pasta,1
1788,19-09-2014,brown bread,1
2398,18-06-2014,rolls/buns,1
4046,31-03-2014,shopping bags,1
3976,25-10-2014,pasta,1
1905,22-04-2014,cream cheese ,1
4897,23-03-2014,frozen potato products,1
2237,01-01-2014,Instant food products,1
3649,30-05-2014,soda,1
1699,25-01-2014,hygiene articles,1
1504,14-10-2014,whole milk,1
4488,26-04-2014,soda,1
1082,20-03-2014,hygiene articles,1
1966,20-09-2014,white bread,1
2169,05-02-2014,long life bakery product,1
1711,15-12-2014,yogurt,1
1827,30-09-2014,curd,1
4389,07-10-2014,brown bread,1
2625,06-09-2014,yogurt,1
3984,02-09-2014,soft cheese,1
4709,24-05-2014,other vegetables,1
3115,30-01-2014,other vegetables,1
4319,10-03-2014,shopping bags,1
2183,29-12-2014,yogurt,1
2338,22-09-2014,canned beer,1
2156,08-05-2014,domestic eggs,1
2298,28-08-2014,yogurt,1
4472,11-10-2014,Instant food products,1
4835,05-12-2014,margarine,1
3581,09-06-2014,rolls/buns,1
4682,21-04-2014,toilet cleaner,1
2149,13-07-2014,bathroom cleaner,1
2990,16-07-2014,kitchen towels,1
2439,28-05-2014,dog food,1
4406,11-07-2014,soda,1
2463,06-12-2014,soda,1
4047,04-04-2014,shopping bags,1
1343,07-02-2014,whole milk,1
2628,02-12-2014,candy,1
3467,08-11-2014,citrus fruit,1
3320,21-01-2014,rolls/buns,1
3126,02-12-2014,whole milk,1
4991,19-05-2014,shopping bags,1
4317,28-01-2014,ice cream,1
3332,21-09-2014,domestic eggs,1
4487,14-06-2014,cat food,1
1864,03-01-2014,butter,1
2812,28-08-2014,whipped/sour cream,1
1561,19-01-2014,cream cheese ,1
2555,26-04-2014,brown bread,1
3517,21-09-2014,domestic eggs,1
4972,30-07-2014,liquor,1
4081,11-01-2014,domestic eggs,1
4336,28-11-2014,chocolate,1
4193,14-06-2014,shopping bags,1
1944,10-08-2014,cake bar,1
1086,27-07-2014,soda,1
4518,31-08-2014,yogurt,1
1362,03-01-2014,mustard,1
1297,06-07-2014,house keeping products,1
4809,13-07-2014,sugar,1
3720,09-08-2014,margarine,1
4946,24-06-2014,other vegetables,1
1399,10-12-2014,canned vegetables,1
3548,15-06-2014,shopping bags,1
2791,21-11-2014,photo/film,1
3541,21-02-2014,pickled vegetables,1
2694,09-05-2014,pastry,1
4449,11-12-2014,salty snack,1
2288,05-12-2014,sliced cheese,1
1426,20-03-2014,yogurt,1
4126,22-04-2014,brown bread,1
2960,14-11-2014,berries,1
3921,18-06-2014,cream cheese ,1
3931,26-10-2014,long life bakery product,1
3183,10-12-2014,grapes,1
4172,16-02-2014,whipped/sour cream,1
1767,18-12-2014,shopping bags,1
4665,03-12-2014,cat food,1
3386,18-03-2014,pasta,1
3731,29-06-2014,brown bread,1
1478,26-12-2014,cream cheese ,1
3306,21-07-2014,yogurt,1
1204,23-06-2014,pastry,1
1611,18-03-2014,yogurt,1
4555,19-12-2014,brown bread,1
1612,25-12-2014,ice cream,1
2217,14-09-2014,long life bakery product,1
1869,20-12-2014,misc. beverages,1
3384,13-11-2014,soda,1
4875,05-06-2014,chocolate,1
3157,10-07-2014,Instant food products,1
2973,21-10-2014,waffles,1
3007,01-04-2014,yogurt,1
1230,16-03-2014,sliced cheese,1
1522,30-01-2014,margarine,1
3714,15-02-2014,domestic eggs,1
2110,22-11-2014,newspapers,1
3051,25-05-2014,salty snack,1
3790,24-04-2014,yogurt,1
3851,11-08-2014,chocolate,1
4498,22-07-2014,frozen meals,1
1182,30-09-2014,red/blush wine,1
2694,21-02-2014,hard cheese,1
4099,23-05-2014,Instant food products,1
2229,24-07-2014,pastry,1
2618,12-01-2014,salty snack,1
4902,30-05-2014,butter,1
1746,23-10-2014,cream cheese ,1
2424,28-09-2014,pickled vegetables,1
2922,23-02-2014,photo/film,1
4030,29-05-2014,margarine,1
3107,27-02-2014,rolls/buns,1
1996,22-09-2014,soda,1
3613,25-01-2014,shopping bags,1
2423,31-07-2014,ice cream,1
4384,06-09-2014,UHT-milk,1
2856,24-12-2014,sparkling wine,1
1437,15-03-2014,domestic eggs,1
4116,23-05-2014,pastry,1
2143,17-12-2014,frozen vegetables,1
4013,23-12-2014,popcorn,1
2011,14-08-2014,soda,1
3011,27-06-2014,frozen vegetables,1
4259,16-12-2014,ice cream,1
3750,30-09-2014,yogurt,1
3633,12-07-2014,shopping bags,1
4544,08-12-2014,pot plants,1
2314,09-02-2014,candy,1
2287,27-10-2014,chocolate,1
2166,04-05-2014,red/blush wine,1
1162,20-08-2014,salty snack,1
4215,03-04-2014,liquor (appetizer),1
4666,01-02-2014,dessert,1
3790,09-06-2014,yogurt,1
3650,23-12-2014,frozen vegetables,1
3309,30-01-2014,domestic eggs,1
1501,28-08-2014,butter,1
4580,12-10-2014,coffee,1
4942,01-01-2014,frozen vegetables,1
1169,04-01-2014,bottled water,1
1217,21-07-2014,sugar,1
4750,03-05-2014,brown bread,1
4870,01-07-2014,bottled water,1
4194,21-07-2014,whole milk,1
3629,22-11-2014,rolls/buns,1
1143,14-07-2014,soda,1
2600,12-07-2014,berries,1
4432,01-09-2014,butter,1
1147,01-05-2014,whole milk,1
4508,29-11-2014,white bread,1
3130,01-02-2014,yogurt,1
3181,17-07-2014,butter milk,1
3830,14-11-2014,coffee,1
3153,14-04-2014,frozen vegetables,1
3656,20-01-2014,dental care,1
1930,07-07-2014,UHT-milk,1
2761,19-08-2014,margarine,1
4443,10-11-2014,whole milk,1
3976,13-03-2014,onions,1
2671,04-06-2014,salty snack,1
3189,31-08-2014,whole milk,1
1850,12-03-2014,margarine,1
1899,01-03-2014,brown bread,1
2570,25-02-2014,roll products ,1
3805,18-09-2014,specialty fat,1
1580,20-02-2014,domestic eggs,1
3474,19-01-2014,curd,1
2758,27-12-2014,long life bakery product,1
1996,09-06-2014,yogurt,1
2426,26-09-2014,whipped/sour cream,1
4898,10-09-2014,margarine,1
1187,09-11-2014,domestic eggs,1
2056,14-05-2014,canned vegetables,1
4923,26-12-2014,domestic eggs,1
4321,14-01-2014,soda,1
2924,14-11-2014,frozen dessert,1
2029,26-08-2014,whole milk,1
2402,16-04-2014,yogurt,1
3137,18-10-2014,coffee,1
3115,16-09-2014,white bread,1
1628,20-06-2014,cream cheese ,1
1930,28-05-2014,soda,1
2751,13-10-2014,bottled water,1
1753,26-02-2014,canned fish,1
3323,08-02-2014,brown bread,1
3267,30-03-2014,herbs,1
1069,20-01-2014,rolls/buns,1
2164,31-01-2014,curd cheese,1
3660,28-07-2014,pastry,1
2129,05-09-2014,condensed milk,1
1836,23-10-2014,margarine,1
4007,09-12-2014,specialty chocolate,1
1715,25-02-2014,specialty chocolate,1
1225,03-10-2014,jam,1
4492,15-05-2014,yogurt,1
4197,05-04-2014,long life bakery product,1
4878,13-09-2014,whipped/sour cream,1
3574,20-02-2014,domestic eggs,1
4259,11-12-2014,newspapers,1
2131,12-12-2014,bottled water,1
1308,23-11-2014,whole milk,1
3089,24-02-2014,rolls/buns,1
3695,21-03-2014,margarine,1
1574,15-01-2014,flour,1
3643,21-08-2014,kitchen towels,1
4900,01-10-2014,root vegetables,1
4603,18-06-2014,popcorn,1
4088,18-02-2014,oil,1
2155,11-11-2014,salad dressing,1
1050,06-03-2014,yogurt,1
2144,02-10-2014,curd,1
4308,07-01-2014,whole milk,1
4741,28-02-2014,waffles,1
2550,12-07-2014,canned beer,1
1797,08-10-2014,sugar,1
4235,21-03-2014,curd,1
1680,09-09-2014,beverages,1
3348,14-05-2014,brown bread,1
2835,10-05-2014,whole milk,1
1391,19-12-2014,processed cheese,1
1086,10-12-2014,whipped/sour cream,1
2705,20-12-2014,sweet spreads,1
2803,20-02-2014,margarine,1
2045,09-07-2014,whole milk,1
4270,16-03-2014,brown bread,1
1817,02-09-2014,whipped/sour cream,1
4756,09-05-2014,curd,1
4125,03-06-2014,rolls/buns,1
4014,01-02-2014,shopping bags,1
1500,26-09-2014,shopping bags,1
3855,15-07-2014,yogurt,1
2037,05-05-2014,curd,1
4907,01-02-2014,whipped/sour cream,1
2055,14-12-2014,soda,1
1133,21-03-2014,shopping bags,1
3099,16-12-2014,butter milk,1
4261,13-06-2014,fruit/vegetable juice,1
2276,25-07-2014,whipped/sour cream,1
2584,02-04-2014,curd,1
1544,01-05-2014,semi-finished bread,1
4416,03-09-2014,margarine,1
3727,02-05-2014,cat food,1
1059,14-06-2014,salty snack,1
1999,30-04-2014,frozen vegetables,1
2584,19-06-2014,curd,1
3528,07-09-2014,liquor (appetizer),1
3782,25-04-2014,tropical fruit,1
4453,20-03-2014,whole milk,1
1881,15-02-2014,bottled water,1
4122,20-10-2014,nut snack,1
4874,21-02-2014,bottled water,1
1410,07-02-2014,mustard,1
3357,19-05-2014,long life bakery product,1
1554,27-10-2014,canned fish,1
1652,05-05-2014,yogurt,1
4251,01-07-2014,ice cream,1
4316,03-05-2014,soda,1
1491,04-08-2014,soft cheese,1
1522,11-10-2014,long life bakery product,1
1927,20-06-2014,mayonnaise,1
3668,24-10-2014,whole milk,1
4385,05-08-2014,bottled water,1
3005,26-11-2014,newspapers,1
2132,24-01-2014,waffles,1
2484,16-07-2014,whipped/sour cream,1
2264,22-07-2014,canned beer,1
3045,16-08-2014,chocolate,1
4297,30-05-2014,rolls/buns,1
1050,30-05-2014,yogurt,1
3718,07-07-2014,bottled water,1
1423,13-10-2014,mustard,1
1071,26-09-2014,roll products ,1
1399,05-04-2014,other vegetables,1
2892,19-08-2014,pastry,1
2396,19-08-2014,tropical fruit,1
3663,02-01-2014,frozen vegetables,1
4139,25-03-2014,domestic eggs,1
4044,08-07-2014,cream cheese ,1
3639,20-01-2014,whipped/sour cream,1
1753,03-10-2014,whole milk,1
1835,08-07-2014,detergent,1
1783,14-02-2014,yogurt,1
3863,01-09-2014,frozen dessert,1
1229,03-09-2014,white bread,1
2470,01-05-2014,white bread,1
1828,06-01-2014,spread cheese,1
3360,12-04-2014,hamburger meat,1
4690,06-03-2014,softener,1
4814,08-01-2014,whole milk,1
3099,10-02-2014,butter,1
3961,23-06-2014,bottled water,1
1948,02-11-2014,hamburger meat,1
4414,15-10-2014,shopping bags,1
2906,13-11-2014,brown bread,1
2017,07-10-2014,coffee,1
2086,18-06-2014,liquor,1
3082,10-11-2014,frozen dessert,1
4574,01-05-2014,other vegetables,1
3696,05-04-2014,roll products ,1
1653,23-04-2014,pastry,1
2930,03-04-2014,fruit/vegetable juice,1
3602,07-10-2014,butter,1
1103,28-07-2014,hygiene articles,1
3223,06-08-2014,pork,1
4788,09-09-2014,whole milk,1
3358,22-10-2014,hard cheese,1
4133,02-02-2014,yogurt,1
4160,10-07-2014,specialty cheese,1
2080,23-07-2014,specialty vegetables,1
1877,22-06-2014,butter,1
2243,01-10-2014,tropical fruit,1
2738,16-01-2014,pastry,1
3869,12-08-2014,white bread,1
2924,26-05-2014,sliced cheese,1
4613,04-10-2014,butter,1
3421,18-10-2014,waffles,1
4764,28-08-2014,domestic eggs,1
4800,27-10-2014,cake bar,1
1288,20-08-2014,packaged fruit/vegetables,1
2194,06-06-2014,whole milk,1
2072,12-08-2014,chocolate,1
2950,03-02-2014,soda,1
1681,06-07-2014,popcorn,1
3957,20-07-2014,curd,1
1004,13-10-2014,chocolate,1
4048,12-04-2014,fruit/vegetable juice,1
2309,17-04-2014,yogurt,1
3238,06-02-2014,canned beer,1
3613,20-10-2014,bottled water,1
1716,11-08-2014,fruit/vegetable juice,1
3669,25-06-2014,processed cheese,1
4806,13-09-2014,brown bread,1
1434,13-11-2014,margarine,1
3977,01-02-2014,butter milk,1
4086,14-01-2014,semi-finished bread,1
3357,22-06-2014,newspapers,1
2159,08-10-2014,pot plants,1
2984,25-09-2014,cake bar,1
1351,15-01-2014,detergent,1
1359,29-05-2014,frozen fish,1
3636,10-08-2014,brown bread,1
3783,11-04-2014,white bread,1
2807,02-06-2014,newspapers,1
3960,15-02-2014,whipped/sour cream,1
